,Quarter,text,team,gameID,Date,Player,WL
3,1,"Kennedi Watkins, jumpball won",Ohio,3978656,01/17/2024,Kennedi Watkins,jumpball won
4,1,"Jasmine Elder, jumpball lost",Western Mich.,3978656,01/17/2024,Jasmine Elder,jumpball lost
3,1,"Morgan Hill, jumpball won",Texas St.,3982120,02/10/2024,Morgan Hill,jumpball won
4,1,"Laylay Fantroy, jumpball lost",Ohio,3982120,02/10/2024,Laylay Fantroy,jumpball lost
3,1,"Kennedi Watkins, jumpball won",Ohio,3984212,02/28/2024,Kennedi Watkins,jumpball won
4,1,"Jasmine Elder, jumpball lost",Western Mich.,3984212,02/28/2024,Jasmine Elder,jumpball lost
3,1,"Olivia Clayton, jumpball lost",SIUE,3970241,11/06/2023,Olivia Clayton,jumpball lost
4,1,"Stailee Heard, jumpball won",Oklahoma St.,3970241,11/06/2023,Stailee Heard,jumpball won
3,1,"Ali Brigham, jumpball won",Penn St.,3954322,11/20/2023,Ali Brigham,jumpball won
4,1,"Stailee Heard, jumpball lost",Oklahoma St.,3954322,11/20/2023,Stailee Heard,jumpball lost
3,1,"Jade Masogayo, jumpball won",Missouri St.,3973106,11/26/2023,Jade Masogayo,jumpball won
4,1,"Praise Egharevba, jumpball lost",Oklahoma St.,3973106,11/26/2023,Praise Egharevba,jumpball lost
3,1,"Allyson Fertig, jumpball lost",Wyoming,3974126,12/03/2023,Allyson Fertig,jumpball lost
4,1,"Praise Egharevba, jumpball won",Oklahoma St.,3974126,12/03/2023,Praise Egharevba,jumpball won
3,1,"Praise Egharevba, jumpball won",Oklahoma St.,3974808,12/09/2023,Praise Egharevba,jumpball won
4,1,"Tiffany Tullis, jumpball lost",Texas St.,3974808,12/09/2023,Tiffany Tullis,jumpball lost
3,1,"Hannah Gusters, jumpball won",Oklahoma St.,3975521,12/17/2023,Hannah Gusters,jumpball won
4,1,"Seairra Hughes, jumpball lost",Southern Ill.,3975521,12/17/2023,Seairra Hughes,jumpball lost
3,1,"Catelyn Deaver, jumpball lost",Utah Tech,3975877,12/20/2023,Catelyn Deaver,jumpball lost
4,1,"Hannah Gusters, jumpball won",Oklahoma St.,3975877,12/20/2023,Hannah Gusters,jumpball won
3,1,"Phillipina Kyei, jumpball won",Oregon,3976013,12/21/2023,Phillipina Kyei,jumpball won
4,1,"Hannah Gusters, jumpball lost",Oklahoma St.,3976013,12/21/2023,Hannah Gusters,jumpball lost
3,1,"Hannah Gusters, jumpball won",Oklahoma St.,3977451,01/06/2024,Hannah Gusters,jumpball won
4,1,"DaiJa Turner, jumpball lost",TCU,3977451,01/06/2024,DaiJa Turner,jumpball lost
3,1,"Hannah Gusters, jumpball lost",Oklahoma St.,3977755,01/10/2024,Hannah Gusters,jumpball lost
4,1,"Kilah Freelon, jumpball won",Texas Tech,3977755,01/10/2024,Kilah Freelon,jumpball won
3,1,"Taylor Jones, jumpball lost",Texas,3979340,01/20/2024,Taylor Jones,jumpball lost
4,1,"Hannah Gusters, jumpball won",Oklahoma St.,3979340,01/20/2024,Hannah Gusters,jumpball won
3,1,"Praise Egharevba, jumpball lost",Oklahoma St.,3981489,02/03/2024,Praise Egharevba,jumpball lost
4,1,"Payton Verhulst, jumpball won",Oklahoma,3981489,02/03/2024,Payton Verhulst,jumpball won
3,1,"Hannah Gusters, jumpball won",Oklahoma St.,3982789,02/14/2024,Hannah Gusters,jumpball won
4,1,"Kilah Freelon, jumpball lost",Texas Tech,3982789,02/14/2024,Kilah Freelon,jumpball lost
3,1,"Hannah Gusters, jumpball won",Oklahoma St.,3983802,02/24/2024,Hannah Gusters,jumpball won
4,1,"Payton Verhulst, jumpball lost",Oklahoma,3983802,02/24/2024,Payton Verhulst,jumpball lost
3,1,"Kylee Blacksten, jumpball lost",West Virginia,3984114,02/27/2024,Kylee Blacksten,jumpball lost
4,1,"Hannah Gusters, jumpball won",Oklahoma St.,3984114,02/27/2024,Hannah Gusters,jumpball won
3,1,"Sedona Prince, jumpball won",TCU,5249612,03/08/2024,Sedona Prince,jumpball won
4,1,"Hannah Gusters, jumpball lost",Oklahoma St.,5249612,03/08/2024,Hannah Gusters,jumpball lost
3,1,"Sahara Williams, jumpball won",Oklahoma,3970186,11/06/2023,Sahara Williams,jumpball won
4,1,"Daniela Abies, jumpball lost",Wichita St.,3970186,11/06/2023,Daniela Abies,jumpball lost
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3971128,11/12/2023,Ruthie Udoumoh,jumpball won
4,1,"Sahara Williams, jumpball lost",Oklahoma,3971128,11/12/2023,Sahara Williams,jumpball lost
3,1,"Payton Verhulst, jumpball won",Oklahoma,3972229,11/19/2023,Payton Verhulst,jumpball won
4,1,"Camryn Taylor, jumpball lost",Virginia,3972229,11/19/2023,Camryn Taylor,jumpball lost
3,1,"Paige Morton, jumpball won",Princeton,3972668,11/23/2023,Paige Morton,jumpball won
4,1,"Payton Verhulst, jumpball lost",Oklahoma,3972668,11/23/2023,Payton Verhulst,jumpball lost
3,1,"Jillian Hollingshead, jumpball won",Tennessee,3972865,11/25/2023,Jillian Hollingshead,jumpball won
4,1,"Payton Verhulst, jumpball lost",Oklahoma,3972865,11/25/2023,Payton Verhulst,jumpball lost
3,1,"Soniyah Reed, jumpball lost",Southern U.,3976029,12/22/2023,Soniyah Reed,jumpball lost
4,1,"Payton Verhulst, jumpball won",Oklahoma,3976029,12/22/2023,Payton Verhulst,jumpball won
3,1,"Payton Verhulst, jumpball won",Oklahoma,3978080,01/13/2024,Payton Verhulst,jumpball won
4,1,"Kilah Freelon, jumpball lost",Texas Tech,3978080,01/13/2024,Kilah Freelon,jumpball lost
3,1,"Skylar Vann, jumpball lost",Oklahoma,3979653,01/24/2024,Skylar Vann,jumpball lost
4,1,"Taylor Jones, jumpball won",Texas,3979653,01/24/2024,Taylor Jones,jumpball won
3,1,"Payton Verhulst, jumpball won",Oklahoma,3981684,02/07/2024,Payton Verhulst,jumpball won
4,1,"Aaliyah Roberson, jumpball lost",TCU,3981684,02/07/2024,Aaliyah Roberson,jumpball lost
3,1,"Kylee Blacksten, jumpball lost",West Virginia,3983211,02/17/2024,Kylee Blacksten,jumpball lost
4,1,"Payton Verhulst, jumpball won",Oklahoma,3983211,02/17/2024,Payton Verhulst,jumpball won
3,1,"Taylor Jones, jumpball won",Texas,3984129,02/28/2024,Taylor Jones,jumpball won
4,1,"Payton Verhulst, jumpball lost",Oklahoma,3984129,02/28/2024,Payton Verhulst,jumpball lost
3,1,"Sedona Prince, jumpball won",TCU,5249608,03/09/2024,Sedona Prince,jumpball won
4,1,"Payton Verhulst, jumpball lost",Oklahoma,5249608,03/09/2024,Payton Verhulst,jumpball lost
3,1,"Simone Cunningham, jumpball won",Old Dominion,3970342,11/06/2023,Simone Cunningham,jumpball won
4,1,"Maya Madison Walker, jumpball lost",Lincoln (PA),3970342,11/06/2023,Maya Madison Walker,jumpball lost
3,1,"Nila Blackford, jumpball lost",Xavier,3971382,11/14/2023,Nila Blackford,jumpball lost
4,1,"Simone Cunningham, jumpball won",Old Dominion,3971382,11/14/2023,Simone Cunningham,jumpball won
3,1,"Simone Cunningham, jumpball won",Old Dominion,3971705,11/17/2023,Simone Cunningham,jumpball won
4,1,"Jaida Belton, jumpball lost",Texas Southern,3971705,11/17/2023,Jaida Belton,jumpball lost
3,1,"Simone Cunningham, jumpball won",Old Dominion,3973272,11/28/2023,Simone Cunningham,jumpball won
4,1,"Maya Johnson, jumpball lost",Elon,3973272,11/28/2023,Maya Johnson,jumpball lost
3,1,"Simone Cunningham, jumpball won",Old Dominion,3973613,11/30/2023,Simone Cunningham,jumpball won
4,1,"Kayla Rolph, jumpball lost",William & Mary,3973613,11/30/2023,Kayla Rolph,jumpball lost
3,1,"Mykel Parham, jumpball won",VCU,3975524,12/17/2023,Mykel Parham,jumpball won
4,1,"Simone Cunningham, jumpball lost",Old Dominion,3975524,12/17/2023,Simone Cunningham,jumpball lost
3,1,"Emani Burks, jumpball lost",South Alabama,3976220,12/30/2023,Emani Burks,jumpball lost
4,1,"Simone Cunningham, jumpball won",Old Dominion,3976220,12/30/2023,Simone Cunningham,jumpball won
3,1,"Tamera Johnson, jumpball won",Louisiana,3976955,01/04/2024,Tamera Johnson,jumpball won
4,1,"Simone Cunningham, jumpball lost",Old Dominion,3976955,01/04/2024,Simone Cunningham,jumpball lost
3,1,"Simone Cunningham, jumpball won",Old Dominion,3977193,01/06/2024,Simone Cunningham,jumpball won
4,1,"Mahoganie Williams, jumpball lost",Southern Miss.,3977193,01/06/2024,Mahoganie Williams,jumpball lost
3,1,"Tiffany Tullis, jumpball lost",Texas St.,3980695,01/31/2024,Tiffany Tullis,jumpball lost
4,1,"Simone Cunningham, jumpball won",Old Dominion,3980695,01/31/2024,Simone Cunningham,jumpball won
3,1,"Simone Cunningham, jumpball lost",Old Dominion,3981805,02/07/2024,Simone Cunningham,jumpball lost
4,1,"Tai'Sheka Porchia, jumpball won",Troy,3981805,02/07/2024,Tai'Sheka Porchia,jumpball won
3,1,"Sedona Prince, jumpball won",TCU,3970236,11/06/2023,Sedona Prince,jumpball won
4,1,"Ruthie Udoumoh, jumpball lost",Oral Roberts,3970236,11/06/2023,Ruthie Udoumoh,jumpball lost
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3970496,11/09/2023,Ruthie Udoumoh,jumpball won
4,1,"Taylor Jackson, jumpball lost",Friends,3970496,11/09/2023,Taylor Jackson,jumpball lost
3,1,"Sydney Savage, jumpball lost",Mid-Amer. Christian,3971407,11/14/2023,Sydney Savage,jumpball lost
4,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3971407,11/14/2023,Ruthie Udoumoh,jumpball won
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3972165,11/18/2023,Ruthie Udoumoh,jumpball won
4,1,"Hadley Periman, jumpball lost",Tulsa,3972165,11/18/2023,Hadley Periman,jumpball lost
3,1,"Charlotte O'Keefe, jumpball lost",UTRGV,3972623,11/22/2023,Charlotte O'Keefe,jumpball lost
4,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3972623,11/22/2023,Ruthie Udoumoh,jumpball won
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3973326,11/29/2023,Ruthie Udoumoh,jumpball won
4,1,"Taylor Jones, jumpball lost",Texas,3973326,11/29/2023,Taylor Jones,jumpball lost
3,1,"Jaelin Glass, jumpball lost",Okla. Wesleyan,3975045,12/11/2023,Jaelin Glass,jumpball lost
4,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3975045,12/11/2023,Ruthie Udoumoh,jumpball won
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3975219,12/14/2023,Ruthie Udoumoh,jumpball won
4,1,"Lainey Morrow, jumpball lost",Science & Arts Okla.,3975219,12/14/2023,Lainey Morrow,jumpball lost
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3975823,12/20/2023,Ruthie Udoumoh,jumpball won
4,1,"Sierra Morrow, jumpball lost",Wichita St.,3975823,12/20/2023,Sierra Morrow,jumpball lost
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3977972,01/11/2024,Ruthie Udoumoh,jumpball won
4,1,"Tori DePerry, jumpball lost",South Dakota,3977972,01/11/2024,Tori DePerry,jumpball lost
3,1,"Brooklyn Meyer, jumpball lost",South Dakota St.,3980373,01/28/2024,Brooklyn Meyer,jumpball lost
4,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3980373,01/28/2024,Ruthie Udoumoh,jumpball won
3,1,"Brooklyn Meyer, jumpball won",South Dakota St.,3982401,02/10/2024,Brooklyn Meyer,jumpball won
4,1,"Ruthie Udoumoh, jumpball lost",Oral Roberts,3982401,02/10/2024,Ruthie Udoumoh,jumpball lost
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3983975,02/24/2024,Ruthie Udoumoh,jumpball won
4,1,"Carley Duffney, jumpball lost",South Dakota,3983975,02/24/2024,Carley Duffney,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,3970202,11/06/2023,Raegan Beers,jumpball won
4,1,"Maori Davenport, jumpball lost",Ark.-Pine Bluff,3970202,11/06/2023,Maori Davenport,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,3971212,11/12/2023,Raegan Beers,jumpball won
4,1,"Christina Dalce, jumpball lost",Villanova,3971212,11/12/2023,Christina Dalce,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,3973331,11/29/2023,Raegan Beers,jumpball won
4,1,"Amelia Raidaveta, jumpball lost",Weber St.,3973331,11/29/2023,Amelia Raidaveta,jumpball lost
3,1,"Raegan Beers, jumpball lost",Oregon St.,3973731,12/02/2023,Raegan Beers,jumpball lost
4,1,"Odeth Betancourt, jumpball won",Western Ky.,3973731,12/02/2023,Odeth Betancourt,jumpball won
3,1,"Raegan Beers, jumpball won",Oregon St.,3975274,12/15/2023,Raegan Beers,jumpball won
4,1,"Lara Edmanson, jumpball lost",Santa Clara,3975274,12/15/2023,Lara Edmanson,jumpball lost
3,1,"Kennedy Paul, jumpball won",Southeastern La.,3975697,12/19/2023,Kennedy Paul,jumpball won
4,1,"Raegan Beers, jumpball lost",Oregon St.,3975697,12/19/2023,Raegan Beers,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,3975834,12/20/2023,Raegan Beers,jumpball won
4,1,"Kilah Freelon, jumpball lost",Texas Tech,3975834,12/20/2023,Kilah Freelon,jumpball lost
3,1,"Phillipina Kyei, jumpball lost",Oregon,3996576,12/31/2023,Phillipina Kyei,jumpball lost
4,1,"Raegan Beers, jumpball won",Oregon St.,3996576,12/31/2023,Raegan Beers,jumpball won
107,1,"Raegan Beers, jumpball won",Oregon St.,3976987,01/05/2024,Raegan Beers,jumpball won
108,1,"Rayah Marshall, jumpball lost",Southern California,3976987,01/05/2024,Rayah Marshall,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,3979522,01/21/2024,Raegan Beers,jumpball won
4,1,"Kiki Iriafen, jumpball lost",Stanford,3979522,01/21/2024,Kiki Iriafen,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,3996651,01/28/2024,Raegan Beers,jumpball won
4,1,"Jenna Johnson, jumpball lost",Utah,3996651,01/28/2024,Jenna Johnson,jumpball lost
3,1,"Phillipina Kyei, jumpball lost",Oregon,3996581,02/04/2024,Phillipina Kyei,jumpball lost
4,1,"Raegan Beers, jumpball won",Oregon St.,3996581,02/04/2024,Raegan Beers,jumpball won
3,1,"Raegan Beers, jumpball won",Oregon St.,3996629,02/09/2024,Raegan Beers,jumpball won
4,1,"Jenna Johnson, jumpball lost",Utah,3996629,02/09/2024,Jenna Johnson,jumpball lost
3,1,"Kelsey Rees, jumpball lost",Oregon St.,3996649,02/18/2024,Kelsey Rees,jumpball lost
4,1,"Rayah Marshall, jumpball won",Southern California,3996649,02/18/2024,Rayah Marshall,jumpball won
3,1,"Bella Murekatete, jumpball won",Washington St.,3996631,02/23/2024,Bella Murekatete,jumpball won
4,1,"Sela Heide, jumpball lost",Oregon St.,3996631,02/23/2024,Sela Heide,jumpball lost
3,1,"Sela Heide, jumpball won",Oregon St.,3996646,02/25/2024,Sela Heide,jumpball won
4,1,"Dalayah Daniels, jumpball lost",Washington,3996646,02/25/2024,Dalayah Daniels,jumpball lost
3,1,"Cameron Brink, jumpball won",Stanford,3984220,02/29/2024,Cameron Brink,jumpball won
4,1,"Sela Heide, jumpball lost",Oregon St.,3984220,02/29/2024,Sela Heide,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,5249396,03/08/2024,Raegan Beers,jumpball won
4,1,"Cameron Brink, jumpball lost",Stanford,5249396,03/08/2024,Cameron Brink,jumpball lost
3,1,"Kamilla Cardoso, jumpball won",South Carolina,5254214,03/31/2024,Kamilla Cardoso,jumpball won
4,1,"Raegan Beers, jumpball lost",Oregon St.,5254214,03/31/2024,Raegan Beers,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3970430,11/08/2023,Phillipina Kyei,jumpball won
4,1,"Zaay Green, jumpball lost",Ark.-Pine Bluff,3970430,11/08/2023,Zaay Green,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3971665,11/16/2023,Phillipina Kyei,jumpball won
4,1,"Tiarra Brown, jumpball lost",Grand Canyon,3971665,11/16/2023,Tiarra Brown,jumpball lost
3,1,"Lara Edmanson, jumpball lost",Santa Clara,3971897,11/18/2023,Lara Edmanson,jumpball lost
4,1,"Phillipina Kyei, jumpball won",Oregon,3971897,11/18/2023,Phillipina Kyei,jumpball won
3,1,"Phillipina Kyei, jumpball won",Oregon,3973585,11/30/2023,Phillipina Kyei,jumpball won
4,1,"Lucy Cochrane, jumpball lost",Portland,3973585,11/30/2023,Lucy Cochrane,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3974636,12/09/2023,Phillipina Kyei,jumpball won
4,1,"Lana Wenger, jumpball lost",Portland St.,3974636,12/09/2023,Lana Wenger,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3975018,12/11/2023,Phillipina Kyei,jumpball won
4,1,"Sky Castro, jumpball lost",Southern U.,3975018,12/11/2023,Sky Castro,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3975515,12/17/2023,Phillipina Kyei,jumpball won
4,1,"Elyssa Coleman, jumpball lost",UTSA,3975515,12/17/2023,Elyssa Coleman,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3975755,12/19/2023,Phillipina Kyei,jumpball won
4,1,"Catelyn Deaver, jumpball lost",Utah Tech,3975755,12/19/2023,Catelyn Deaver,jumpball lost
3,1,"Rayah Marshall, jumpball won",Southern California,3977493,01/07/2024,Rayah Marshall,jumpball won
4,1,"Phillipina Kyei, jumpball lost",Oregon,3977493,01/07/2024,Phillipina Kyei,jumpball lost
3,1,"Cameron Brink, jumpball won",Stanford,3978998,01/19/2024,Cameron Brink,jumpball won
4,1,"Phillipina Kyei, jumpball lost",Oregon,3978998,01/19/2024,Phillipina Kyei,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3996579,01/26/2024,Phillipina Kyei,jumpball won
4,1,"Jenna Johnson, jumpball lost",Utah,3996579,01/26/2024,Jenna Johnson,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3996583,02/11/2024,Phillipina Kyei,jumpball won
4,1,"Jenna Johnson, jumpball lost",Utah,3996583,02/11/2024,Jenna Johnson,jumpball lost
3,1,"Phillipina Kyei, jumpball won",Oregon,3996584,02/16/2024,Phillipina Kyei,jumpball won
4,1,"Rayah Marshall, jumpball lost",Southern California,3996584,02/16/2024,Rayah Marshall,jumpball lost
3,1,"Phillipina Kyei, jumpball lost",Oregon,3996585,02/23/2024,Phillipina Kyei,jumpball lost
4,1,"Dalayah Daniels, jumpball won",Washington,3996585,02/23/2024,Dalayah Daniels,jumpball won
3,1,"Bella Murekatete, jumpball lost",Washington St.,3996586,02/25/2024,Bella Murekatete,jumpball lost
4,1,"Phillipina Kyei, jumpball won",Oregon,3996586,02/25/2024,Phillipina Kyei,jumpball won
3,1,"Phillipina Kyei, jumpball lost",Oregon,3984395,03/02/2024,Phillipina Kyei,jumpball lost
4,1,"Cameron Brink, jumpball won",Stanford,3984395,03/02/2024,Cameron Brink,jumpball won
3,1,"Dalayah Daniels, jumpball won",Washington,3971440,11/15/2023,Dalayah Daniels,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3971440,11/15/2023,Cecilia Holmberg,jumpball lost
3,1,"Brenna McDonald, jumpball won",Yale,3972293,11/20/2023,Brenna McDonald,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3972293,11/20/2023,Cecilia Holmberg,jumpball lost
3,1,"Rayne Tucker, jumpball lost",Temple,3973736,12/02/2023,Rayne Tucker,jumpball lost
4,1,"Cecilia Holmberg, jumpball won",Pacific,3973736,12/02/2023,Cecilia Holmberg,jumpball won
3,1,"Cecilia Holmberg, jumpball won",Pacific,3975876,12/20/2023,Cecilia Holmberg,jumpball won
4,1,"Alicia Porter, jumpball lost",Cal Maritime,3975876,12/20/2023,Alicia Porter,jumpball lost
3,1,"Cecilia Holmberg, jumpball lost",Pacific,3976954,01/04/2024,Cecilia Holmberg,jumpball lost
4,1,"Ruby Vlahov, jumpball won",Saint Mary's (CA),3976954,01/04/2024,Ruby Vlahov,jumpball won
3,1,"Cecilia Holmberg, jumpball won",Pacific,3977320,01/06/2024,Cecilia Holmberg,jumpball won
4,1,"Lara Edmanson, jumpball lost",Santa Clara,3977320,01/06/2024,Lara Edmanson,jumpball lost
3,1,"Debora Dos Santos, jumpball won",San Francisco,3978068,01/13/2024,Debora Dos Santos,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3978068,01/13/2024,Cecilia Holmberg,jumpball lost
3,1,"Harsimran Kaur, jumpball won",San Diego,3978953,01/18/2024,Harsimran Kaur,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3978953,01/18/2024,Cecilia Holmberg,jumpball lost
3,1,"Jorynn Ross, jumpball won",Pepperdine,3979317,01/20/2024,Jorynn Ross,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3979317,01/20/2024,Cecilia Holmberg,jumpball lost
3,1,"Ali Bamberger, jumpball won",Saint Mary's (CA),3979866,01/25/2024,Ali Bamberger,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3979866,01/25/2024,Cecilia Holmberg,jumpball lost
3,1,"Lucy Cochrane, jumpball won",Portland,3980889,02/01/2024,Lucy Cochrane,jumpball won
4,1,"Madelene Ennis, jumpball lost",Pacific,3980889,02/01/2024,Madelene Ennis,jumpball lost
3,1,"Cecilia Holmberg, jumpball lost",Pacific,3982128,02/10/2024,Cecilia Holmberg,jumpball lost
4,1,"Debora Dos Santos, jumpball won",San Francisco,3982128,02/10/2024,Debora Dos Santos,jumpball won
3,1,"Lucy Cochrane, jumpball won",Portland,3982869,02/15/2024,Lucy Cochrane,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3982869,02/15/2024,Cecilia Holmberg,jumpball lost
3,1,"Megan Harkey, jumpball won",Pepperdine,3983717,02/22/2024,Megan Harkey,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3983717,02/22/2024,Cecilia Holmberg,jumpball lost
3,1,"Harsimran Kaur, jumpball won",San Diego,3984281,02/29/2024,Harsimran Kaur,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,3984281,02/29/2024,Cecilia Holmberg,jumpball lost
3,1,"Cecilia Holmberg, jumpball won",Pacific,3984499,03/02/2024,Cecilia Holmberg,jumpball won
4,1,"Lara Edmanson, jumpball lost",Santa Clara,3984499,03/02/2024,Lara Edmanson,jumpball lost
3,1,"Harsimran Kaur, jumpball won",San Diego,5249786,03/08/2024,Harsimran Kaur,jumpball won
4,1,"Cecilia Holmberg, jumpball lost",Pacific,5249786,03/08/2024,Cecilia Holmberg,jumpball lost
3,1,"Cecilia Holmberg, jumpball won",Pacific,5249784,03/09/2024,Cecilia Holmberg,jumpball won
4,1,"Debora Dos Santos, jumpball lost",San Francisco,5249784,03/09/2024,Debora Dos Santos,jumpball lost
3,1,"Charlotte O'Keefe, jumpball lost",UTRGV,3970341,11/07/2023,Charlotte O'Keefe,jumpball lost
4,1,"Kilah Freelon, jumpball won",Texas Tech,3970341,11/07/2023,Kilah Freelon,jumpball won
3,1,"Tiffany Tullis, jumpball won",Texas St.,3971732,11/17/2023,Tiffany Tullis,jumpball won
4,1,"Charlotte O'Keefe, jumpball lost",UTRGV,3971732,11/17/2023,Charlotte O'Keefe,jumpball lost
3,1,"Charlotte O'Keefe, jumpball lost",UTRGV,3973389,11/29/2023,Charlotte O'Keefe,jumpball lost
4,1,"Tiarra Brown, jumpball won",Grand Canyon,3973389,11/29/2023,Tiarra Brown,jumpball won
3,1,"Khadija Faye, jumpball lost",Texas,3975921,12/20/2023,Khadija Faye,jumpball lost
